	Ortsteil	Haltestelle	globaleID	lat	lon	mode	match_state	osm_id	distance	rating	osm_name	routes	official_direction	osm_direction	WKT
0	Osnabrück	Abbioweg	de:03404:105241::1	52.297013	8.100882	bus	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED					161,162	Osnabrück Bahlweg		POINT(8.100882 52.297013)
1	Osnabrück	Abbioweg	de:03404:105241::2	52.297084	8.100808	bus	MATCHED	n7913554248	26.3	0.34	Abbioweg	162	Osnabrück Kirche Widukindland		LINESTRING(8.100808 52.297084,8.1011456 52.297197800000006)
2	Osnabrück	Abekenstraße	de:03404:71493::1	52.259788	8.067176		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.067176 52.259788)
3	Osnabrück	Agentur für Arbeit	de:03404:71494::1	52.267421	8.045057	bus	MATCHED	n267938397	6.3	0.76	Agentur für Arbeit	17	Osnabrück Laischaftsstraße	Laischaftsstraße	LINESTRING(8.045057 52.267421,8.0451254 52.267459300000006)
4	Osnabrück	Agentur für Arbeit	de:03404:71494::2	52.267698	8.04546	bus	MATCHED	n267938396	6.3	0.76	Agentur für Arbeit	17	Osnabrück Finanzamt	Finanzamt	LINESTRING(8.04546 52.267698,8.045549900000001 52.2677108)
5	Osnabrück	Alando Palais	de:03404:71495::3	52.271698	8.05607		MATCHED	n11109923757	11.6	0.45	Alando Palais				LINESTRING(8.05607 52.271698,8.0562213 52.271745800000005)
6	Osnabrück	Albert-Schweitzer-Straße	de:03404:71496::1	52.273942	8.120955	bus	MATCHED	n2870570301	33.0	0.3	Albert-Schweitzer-Straße	158,224	Osnabrück Schoeller		LINESTRING(8.120955 52.273942,8.120919 52.2736462)
7	Osnabrück	Albert-Schweitzer-Straße	de:03404:71496::2	52.273284	8.120733	bus	MATCHED	n2870284507	9.7	0.56	Albert-Schweitzer-Straße	158,173,224	Osnabrück Gretescher Turm		LINESTRING(8.120733 52.273284,8.1207554 52.273370400000005)
8	Osnabrück	Albert-Schweitzer-Straße	de:03404:71496::3	52.272192	8.127491	bus	MATCHED	n56351513	6.7	0.64	Albert-Schweitzer-Straße (Schulen)	158,173	Osnabrück Schinkel-Ost / Osnabrück Albert-Schweitzer-Straße / Osnabrück Albert-Schweitzer-Straße		LINESTRING(8.127491 52.272192,8.127557300000001 52.2721473)
9	Osnabrück	Alfred-Delp-Straße	de:03404:71497::1	52.265585	8.016269	bus	MATCHED	n479443760	12.0	0.66	Alfred-Delp-Straße	19,M4,N4,X491,X493	Osnabrück Kromschröderstraße	Kromschröderstraße	LINESTRING(8.016269 52.265585,8.0164415 52.265562200000005)
10	Osnabrück	Alfred-Delp-Straße	de:03404:71497::2	52.265656	8.016318	bus	MATCHED	n479444127	7.9	0.73	Alfred-Delp-Straße	160,19,M4,N4,X492,X493	Osnabrück Sandgrube	Sandgrube	LINESTRING(8.016318 52.265656,8.016424500000001 52.265683300000006)
11	Osnabrück	Alte Kasse	de:03404:71498::1	52.259453	7.987694	bus	MATCHED	n2014303902	9.8	0.56	Alte Kasse	160,M4,N4	Osnabrück Schule Hellern / Osnabrück Kampweg / Osnabrück Große Schulstraße / Osnabrück Kleine Schulstraße	Große Schulstraße	LINESTRING(7.987694 52.259453,7.987625400000001 52.259530500000004)
12	Osnabrück	Alte Kasse	de:03404:71498::2	52.259137	7.988086	bus	MATCHED	n2014303901	2.1	0.89	Alte Kasse	160,167,M4	Osnabrück Schule Hellern	Schule Hellern	LINESTRING(7.988086 52.259137,7.988055900000001 52.259134200000005)
13	Osnabrück	Alte Kasse	de:03404:71498::3	52.260306	7.987149		NO_MATCH_AND_SEEMS_UNSERVED								POINT(7.987149 52.260306)
14	Osnabrück	Alte Kasse	de:03404:71498::4	52.26026	7.987062		NO_MATCH_AND_SEEMS_UNSERVED								POINT(7.987062 52.26026)
15	Osnabrück	Alte Kasse	de:03404:71498::5	52.258285	7.988381		NO_MATCH_AND_SEEMS_UNSERVED								POINT(7.988381 52.258285)
