	Ortsteil	Haltestelle	globaleID	lat	lon	mode	match_state	osm_id	distance	rating	osm_name	routes	official_direction	osm_direction	WKT
0	Eila	Ortsmitte am Teich	de:09476:75613:0:1	50.342119	11.316796	bus	MATCHED	n8817705807	15.5	1.0	Eila, Ortsmitte am Teich	1673	Pressig Schule / Pressig-Rothenkirchen / Pressig Waldstraße / Größau		LINESTRING(11.316796 50.342119,11.3166059 50.342187800000005)
1	Kaltenbrunn	Müß	de:09476:75705:0:1	50.256579	11.250599	bus	MATCHED	n8841821821	101.1	1.0	Kaltenbrunn, Müß	1641	Mitwitz Schule Ersatzhaltestelle / Neubau (b. Mitwitz) / Neundorf (b. Mitwitz) / Kaltenbrunn (b. Mitwitz)		LINESTRING(11.250599 50.256579,11.2494262 50.2560687)
2	Kronach	Abzw Reitsch/Neuglosberg	de:09476:15506:0:1	50.288439	11.298893	bus	MATCHED	n8679348501	39.5	1.0	Abzw Reitsch/Neuglosberg	1653,1654	Glosberg / Haßlach b. Kr. Kirche / Reitsch Dorfplatz / Haßlach b. Kr. B 89 / Haßlach b. Kr. B 85		LINESTRING(11.298893 50.288439,11.299075700000001 50.2887746)
3	Kronach	Abzw Reitsch/Neuglosberg	de:09476:15506:0:2	50.288439	11.298893		MATCHED	n8679348500	35.6	1.0	Abzw Reitsch/Neuglosberg				LINESTRING(11.298893 50.288439,11.298822600000001 50.2887556)
4	Kronach	Allern	de:09476:75521:0:1	50.223009	11.367255		NO_MATCH_AND_SEEMS_UNSERVED								POINT(11.367255 50.223009)
5	Kronach	Am Flügelbahnhof	de:09476:75549:0:1	50.232376	11.319123	bus	MATCHED	n8814248243	14.5	1.0	Am Flügelbahnhof	1611,1612	Kronach Kulmbacher Straße / Kronach Karl-Bröger-Str.		LINESTRING(11.319123 50.232376,11.3192897 50.2323017)
6	Kronach	Auf der Schütt	de:09476:75562:0:1	50.24084	11.324162	bus	MATCHED	n8675832822	22.1	1.0	Kronach Stadtapotheke	1601,1612	Kronach Schwedenstr.		LINESTRING(11.324162 50.24084,11.3241267 50.2406428)
7	Kronach	BRK-Altenheim	de:09476:16078:0:1	50.245131	11.334511	bus	MATCHED	n6459505199	47.8	1.0	BRK-Altenheim	1601,1608,1681	Dörfles Süd / Kronach Frankenwaldklinik		LINESTRING(11.334511 50.245131,11.3348239 50.245510700000004)
8	Kronach	BRK-Altenheim	de:09476:16078:0:2	50.245131	11.334511		MATCHED	n8692989208	53.5	1.0	BRK-Altenheim				LINESTRING(11.334511 50.245131,11.3349898 50.2455008)
9	Kronach	Blumau	de:09476:75522:0:1	50.260146	11.30943	bus	MATCHED	n6481496703	10.6	1.0	Blumau	1651,1654	Kronach Schützenhaus / Kronach, Wilhelmshöhe / Knellendorf B85 / Rottelsdorf / Rotschreuth		LINESTRING(11.30943 50.260146,11.309492800000001 50.260059600000005)
10	Kronach	Busbahnhof	de:09476:3894:0:1	50.239972	11.320587	bus	MATCHED	w441135893	3.8	0.66	Busbahnhof A	1378,1454,1559,1601,1602,1603,1606,1607,1608,1609,1612,1631,1641,1651,1652,1654,1681,1691,1694	Seelacher Berg / Kronach Schulzentrum / Pressig Schule / Kronach Frankenwaldklinik / Kronach Grundschule / Kronach Evang. Altenheim/Schulbushst 2 / Kronach Europabrücke / LGS / Abzw Reitsch/Neuglosberg / Gehülz Unterbreitenloh / Kronach Rodacher Str. / Neukenroth / Knellendorf Ortsmitte / Kronach Landratsamt		LINESTRING(11.320587 50.239972,11.320533349345073 50.239969420018575)
11	Kronach	Busbahnhof	de:09476:3894:0:2	50.240053	11.320596	bus	MATCHED_THOUGH_OSM_NO_NAME	w441135895	8.1	0.24		1378,1454,1559	Kronach Europabrücke / LGS / Kronach Rodacher Str. / Kronach Landratsamt		LINESTRING(11.320596 50.240053,11.32053544882055 50.240114831167)
12	Kronach	Busbahnhof	de:09476:3894:0:3	50.240133	11.320596		MATCHED_THOUGH_OSM_NO_NAME	w441135891	18.8	0.11					LINESTRING(11.320596 50.240133,11.320563600000002 50.240301)
13	Kronach	Busbahnhof	de:09476:3894:0:4	50.240225	11.320596		MATCHED_THOUGH_OSM_NO_NAME	w441135889	26.1	0.09					LINESTRING(11.320596 50.240225,11.3205985 50.24045965)
14	Kronach	Busbahnhof	de:09476:3894:0:5	50.240317	11.320596		MATCHED_THOUGH_OSM_NO_NAME	w441135903	35.0	0.07					LINESTRING(11.320596 50.240317,11.320656849999999 50.24062949999999)
15	Kronach	Busbahnhof	de:09476:3894:0:6	50.23984	11.320695		MATCHED_THOUGH_OSM_NO_NAME	w441135898	18.1	0.12					LINESTRING(11.320695 50.23984,11.320906278812291 50.239749450998886)
