	Ortsteil	Haltestelle	globaleID	lat	lon	mode	match_state	osm_id	distance	rating	osm_name	routes	official_direction	osm_direction	WKT
0	SW Hbf Rufbus Start	Schweinfurt	de:09662:75440:0:1	50.035667	10.210826		NO_MATCH_AND_SEEMS_UNSERVED								POINT(10.210826 50.035667)
1	Schweinfurt	Abzw. Jahnsplatz	de:09662:27487:0:1	50.064571	10.247127	bus	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED					213	Üchtelhausen St 2880 / Üchtelhausen Ortsmitte		POINT(10.247127 50.064571)
2	Schweinfurt	Abzw. Jahnsplatz	de:09662:27487:0:2	50.062784	10.245439	bus	MATCHED_AMBIGUOUSLY	n288286232	134.8	1.0	Abzw. Jahnsplatz	213	Schweinfurt Obertor	Üchtelhausen Abzw. Schulstraße	LINESTRING(10.245439 50.062784,10.2465738 50.063752)
3	Schweinfurt	Abzw. Jahnsplatz	de:09662:27487:0:2	50.062784	10.245439	bus	MATCHED_AMBIGUOUSLY	n1197765757	11.1	1.0	Abzw. Jahnsplatz	213	Schweinfurt Obertor		LINESTRING(10.245439 50.062784,10.2453737 50.06287450000001)
4	Schweinfurt	Adalbert-Stifter-Straße	de:09662:75318:0:1	50.06125	10.240345		MATCHED	n439863588	3.2	0.73	Adalbert-Stifter-Straße				LINESTRING(10.240345 50.06125,10.240309 50.0612669)
5	Schweinfurt	Adalbert-Stifter-Straße	de:09662:75318:0:2	50.06095	10.239698		MATCHED	n439863589	5.8	0.61	Adalbert-Stifter-Straße				LINESTRING(10.239698 50.06095,10.239732400000001 50.060902500000005)
6	Schweinfurt	Adolf-Kolping-Str	de:09662:75281:0:1	50.058441	10.245816	bus	MATCHED	w52835681	6.9	0.66	Adolf-Kolping-Straße	100	Schweinfurt, Elsa-Brandström-Straße	Elsa-Brändström-Straße	LINESTRING(10.245816 50.058441,10.24580775 50.05850285)
7	Schweinfurt	Adolf-Kolping-Str	de:09662:75281:0:2	50.059301	10.246049	bus	MATCHED	n274180674	15.0	0.54	Adolf-Kolping-Straße	100	Schweinfurt, Karl-Brand-Straße	Karl-Brand-Straße	LINESTRING(10.246049 50.059301,10.246044900000001 50.0591662)
8	Schweinfurt	Adolf-Ley-Straße	de:09662:75367:0:2	50.059208	10.190803	bus	MATCHED	n1789246254	2.0	0.89	Adolf-Ley-Straße	110,160,169	Schweinfurt Bellevue / Schweinfurt, Edmund-Hornung-Str.	Edmund-Hornung-Straße / Bellevue	LINESTRING(10.190803 50.059208,10.190775400000001 50.0592127)
9	Schweinfurt	Albertistraße	de:09662:75283:0:1	50.059047	10.242708	bus	MATCHED	n282587685	2.6	0.8	Albertistraße	110	Schweinfurt, Harald-Hamberg-Straße		LINESTRING(10.242708 50.059047,10.2427338 50.059063200000004)
10	Schweinfurt	Alter Wartweg	de:09662:75284:0:1	50.053758	10.220492		MATCHED	n439863611	4.3	0.68	Alter Wartweg				LINESTRING(10.220492 50.053758,10.220444500000001 50.053781)
11	Schweinfurt	Am Breiten Weg	de:09662:75287:0:1	50.058505	10.229098	bus	MATCHED	w49168752	6.5	0.64	Am Breiten Weg	170	Schweinfurt, Theuerbrünnleinsweg		LINESTRING(10.229098 50.058505,10.229181350000001 50.058480900000006)
