	Ortsteil	Haltestelle	globaleID	lat	lon	mode	match_state	osm_id	distance	rating	osm_name	routes	official_direction	osm_direction	WKT
0	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Die Steinwiesen	de:06434:31216:1:1	50.237593	8.581577	bus	MATCHED_THOUGH_NAMES_DIFFER	n387487062	41.8	0.11	Die Steinwiesen	1,11,21	Bad Homburg v.d.H.-Dornholzhausen Tannenwaldweg / Bad Homburg v.d.H.-Dornholzhausen Graf-Stauffenberg-Ring	Tannenwaldweg	LINESTRING(8.581577 50.237593,8.5811132 50.237362700000006)
1	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Die Steinwiesen	de:06434:31216:2:2	50.237276	8.580977	bus	MATCHED_THOUGH_NAMES_DIFFER	n335778120	5.8	0.29	Die Steinwiesen	11,21,31,36	Bad Homburg v.d.H.-Dornholzhausen Graf-Stauffenberg-Ring / Bad Homburg v.d.H.-Dornholzhausen Graf-Stauffenberg-Ring	Graf-Staufenberg-Ring	LINESTRING(8.580977 50.237276,8.580962300000001 50.2372248)
2	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Forellenteich	de:06434:31222:2:2	50.240308	8.580232	bus	MATCHED	n331590822	24.1	0.33	Forellenteich	31,36	Bad Homburg v.d.H.-Dornholzhausen Gotisches Haus	Gotisches Haus	LINESTRING(8.580232 50.240308,8.580147700000001 50.2400983)
3	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Gotisches Haus	de:06434:31234:1:1	50.233767	8.575233	bus	MATCHED	n331590817	13.9	0.27	Gotisches Haus	1,11,21,31,36	Bad Homburg v.d.H.-Dornholzhausen Tannenwaldweg	Tannenwaldweg	LINESTRING(8.575233 50.233767,8.5750845 50.2336857)
4	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Graf-Stauffenberg-Ring	de:06434:31235:1:1	50.239492	8.584504	bus	MATCHED	n331590807	18.3	0.42	Graf-Staufenberg-Ring	1,21,31,36	Bad Homburg v.d.H.-Dornholzhausen Landgraf-Friedrich-Platz / Bad Homburg v.d.H.-Dornholzhausen Lindenallee	Landgraf-Friedrich-Platz / Lindenallee	LINESTRING(8.584504 50.239492,8.5845605 50.2393316)
5	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Graf-Stauffenberg-Ring	de:06434:31235:2:2	50.239311	8.584226	bus	MATCHED	n387487063	4.5	0.42	Graf-Staufenberg-Ring	1,11,21,31,36	Bad Homburg v.d.H.-Dornholzhausen Landgraf-Friedrich-Platz / Bad Homburg v.d.H.-Dornholzhausen Lindenallee / Bad Homburg v.d.H.-Dornholzhausen Die Steinwiesen	Die Steinwiesen	LINESTRING(8.584226 50.239311,8.5842889 50.2393088)
6	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Hirschgarten	de:06434:31243:1:1	50.236316	8.55961	bus	MATCHED	n370119366	40.9	0.14	Hirschgarten	1,11	Bad Homburg v.d.H.-Dornholzhausen Stadtranderholung	Tannenwaldweg	LINESTRING(8.55961 50.236316,8.5598753 50.2359896)
7	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Hirschgarten	de:06434:31243:2:2	50.2362	8.559765	bus	MATCHED	n1488321021	17.6	0.23	Hirschgarten	1,11	Bad Homburg v.d.H.-Dornholzhausen Tannenwaldweg	Stadtranderholung	LINESTRING(8.559765 50.2362,8.5598969 50.236065700000005)
8	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Landgraf-Friedrich-Platz	de:06434:31263:1:1	50.241538	8.583632	bus	MATCHED	n369987688	10.4	0.36	Landgraf-Friedrich-Platz	1,11,21,31,36	Bad Homburg v.d.H.-Dornholzhausen Forellenteich / Bad Homburg v.d.H.-Dornholzhausen Graf-Stauffenberg-Ring / Bad Homburg v.d.H.-Dornholzhausen Lindenallee	Forellenteich / Graf-Staufenberg-Ring / Lindenallee	LINESTRING(8.583632 50.241538,8.5835548 50.2416173)
9	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Landgraf-Friedrich-Platz	de:06434:31263:2:2	50.241484	8.583422	bus	MATCHED	n369988115	14.8	0.31	Landgraf-Friedrich-Platz	1,36	Bad Homburg v.d.H.-Dornholzhausen Forellenteich / Bad Homburg v.d.H.-Dornholzhausen Graf-Stauffenberg-Ring	Forellenteich	LINESTRING(8.583422 50.241484,8.5832359 50.241425400000004)
10	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Lindenallee	de:06434:31267:1:1	50.239732	8.586437	bus	MATCHED_THOUGH_NAMES_DIFFER	n369940389	10.7	0.21	Lindenallee	1,11,21,31,36	Bad Homburg v.d.H. Polizeistation / Bad Homburg v.d.H.-Dornholzhausen Landgraf-Friedrich-Platz	Polizeistation	LINESTRING(8.586437 50.239732,8.586478600000001 50.2398249)
11	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Lindenallee	de:06434:31267:2:2	50.239662	8.587012	bus	MATCHED_THOUGH_NAMES_DIFFER	n387487064	6.9	0.41	Lindenallee	1,11,21,31,36	Bad Homburg v.d.H. Polizeistation / Bad Homburg v.d.H.-Dornholzhausen Landgraf-Friedrich-Platz / Bad Homburg v.d.H.-Dornholzhausen Landgraf-Friedrich-Platz	Landgraf-Friedrich-Platz	LINESTRING(8.587012 50.239662,8.587090100000001 50.2396261)
12	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Stadtranderholung	de:06434:31299:1:1	50.236857	8.555162	bus	MATCHED	n370119472	24.7	0.21	Stadtranderholung	1,11	Bad Homburg v.d.H.-Dornholzhausen Hirschgarten	Hirschgarten	LINESTRING(8.555162 50.236857,8.554841900000001 50.2367713)
13	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Tannenwaldweg	de:06434:31305:1:1	50.23557	8.576535	bus	MATCHED_THOUGH_NAMES_DIFFER	n387487061	7.4	0.27	Tannenwaldweg	1,11,21,31,36	Bad Homburg v.d.H.-Dornholzhausen Die Steinwiesen / Bad Homburg v.d.H.-Dornholzhausen Die Steinwiesen	Gotisches Haus / Hirschgarten	LINESTRING(8.576535 50.23557,8.5764641 50.2356181)
14	Bad Homburg v.d. Höhe	Bad Homburg v. d. H. -Dornholzhausen Tannenwaldweg	de:06434:31305:2:2	50.236112	8.577621	bus	MATCHED_THOUGH_NAMES_DIFFER	n335777603	106.2	0.06	Tannenwaldweg	1,11,21	Bad Homburg v.d.H.-Dornholzhausen Gotisches Haus / Bad Homburg v.d.H.-Dornholzhausen Hirschgarten	Die Steinwiesen	LINESTRING(8.577621 50.236112,8.576445600000001 50.2355261)
