	Ortsteil	Haltestelle	globaleID	lat	lon	mode	match_state	osm_id	distance	rating	osm_name	routes	official_direction	osm_direction	WKT
0	Birkenfeld	Abzw. Heimig	de:08236:1000:0:1	48.878852	8.64774	bus	MATCHED	n309020366	30.8	0.45	Abzweig Heimig	716,717,718	Birkenfeld Bahnhof	Birkenfeld Bahnhof	LINESTRING(8.64774 48.878852,8.6480455 48.8790421)
1	Birkenfeld	Alte Pforzheimer Str.	de:08236:1018:0:1	48.871921	8.627788	bus	MATCHED	n310443087	3.2	1.0	Alte Pforzheimer Straße	712,715,716,717,718,917	Neuenbürg Wilhelmshöhe / Birkenfeld Gräfenhäuser Str. / Birkenfeld Erlachstadion	Gräfenhauser Straße / Erlach Stadion	LINESTRING(8.627788 48.871921,8.6277614 48.8718981)
2	Birkenfeld	Alte Pforzheimer Str.	de:08236:1018:0:2	48.871561	8.6276	bus	MATCHED	n313191775	20.0	1.0	Alte Pforzheimer Straße	712,716,717,718	Birkenfeld Altenpflegestift Sonne / Brötzingen Bahnhof (Bus) / Birkenfeld Gasthaus Sonne / Birkenfeld Dammfeld	Altenpflegestift Sonne / Gasthaus Sonne	LINESTRING(8.6276 48.871561,8.6274871 48.8713976)
3	Birkenfeld	Altenpflegestift Sonne	de:08236:1012:0:1	48.87728	8.62786	bus	MATCHED	n303803166	1.4	1.0	Altenpflegestift Sonne	9	Birkenfeld Berliner Straße	Berliner Straße	LINESTRING(8.62786 48.87728,8.6278559 48.8772675)
4	Birkenfeld	Altenpflegestift Sonne	de:08236:1012:0:2	48.877286	8.627752		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.627752 48.877286)
5	Birkenfeld	Bahnhof	de:08236:1090:1:1	48.873599	8.645287	trainish	MATCHED	n26618463	8.6	0.43	Birkenfeld (Württ)			Brötzingen Wohnlichstraße / Neuenbürg (Württ)	LINESTRING(8.645287 48.873599,8.6452676 48.873675500000004)
6	Birkenfeld	Bahnhof	de:08236:1090:2:1	48.874214	8.644254	bus	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED					716,717,718	Birkenfeld Glockwiesenstraße		POINT(8.644254 48.874214)
7	Birkenfeld	Bahnhof	de:08236:1090:2:2	48.874314	8.645099	bus	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED					712,716,717,718	Brötzingen Bahnhof (Bus)		POINT(8.645099 48.874314)
8	Birkenfeld	Bahnhof	de:08236:1090:2:3	48.873936	8.644461	bus	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED					724,725	Neuenbürg Bahnhofstraße		POINT(8.644461 48.873936)
9	Birkenfeld	Bahnhof (Bus)	de:08236:1001:0:1	48.874297	8.644362		MATCHED	n308981596	12.3	1.0	Birkenfeld Bahnhof			Glockwiesenstraße	LINESTRING(8.644362 48.874297,8.644254700000001 48.874212400000005)
10	Birkenfeld	Bahnhof (Bus)	de:08236:1001:0:2	48.874208	8.645054		MATCHED	n6402113592	12.0	1.0	Bahnhof			Brötzingen Bahnhof	LINESTRING(8.645054 48.874208,8.6451037 48.874310900000005)
11	Birkenfeld	Berliner Straße	de:08236:1038:0:1	48.879643	8.628094	bus	MATCHED	n313195711	16.6	1.0	Berliner Straße	9	Birkenfeld Schönblickweg	Schönblickweg	LINESTRING(8.628094 48.879643,8.6283172 48.8796679)
12	Birkenfeld	Dammfeld	de:08236:1039:0:1	48.888475	8.634624	bus	MATCHED	n2413930702	7.5	1.0	Dammfeld	712,717,721,922	Birkenfeld Gasthaus Sonne / Birkenfeld Jägersteig / Birkenfeld Dammfeld Lebenshilfe / Birkenfeld Schönblickweg / Dietlingen Schönbiegel / Birkenfeld Schule	Jägersteig / Dietlingen Schönbiegel / Schönblickweg	LINESTRING(8.634624 48.888475,8.6346068 48.8885415)
13	Birkenfeld	Dammfeld Lebenshilfe	de:08236:1040:0:1	48.887819	8.630007	bus	MATCHED	n10137918730	37.0	1.0	Dammfeld Lebenshilfe	712	Birkenfeld Marktplatz / Birkenfeld Schönblickweg		LINESTRING(8.630007 48.887819,8.6304896 48.88791560000001)
14	Birkenfeld	Dieselstraße	de:08236:8493:0:1	48.874397	8.636421		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.636421 48.874397)
15	Birkenfeld	Dieselstraße	de:08236:8493:0:2	48.874799	8.63723		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.63723 48.874799)
16	Birkenfeld	Enzstraße	de:08236:1032:0:1	48.875744	8.646231	bus	MATCHED	n315674688	5.9	1.0	Enzstraße	10	Brötzingen Finkensteinstraße	Finkensteinstraße	LINESTRING(8.646231 48.875744,8.6463009 48.875717900000005)
17	Birkenfeld	Erlachstadion	de:08236:1005:0:1	48.870728	8.620287	bus	MATCHED	n310690428	2.2	1.0	Erlach Stadion	715,716,717,718	Obernhausen	Obernhausen	LINESTRING(8.620287 48.870728,8.620257 48.8707301)
18	Birkenfeld	Erlachstadion	de:08236:1005:0:2	48.87061	8.617368	bus	MATCHED	n305720104	0.4	1.0	Erlach Stadion	716,717,718	Birkenfeld Alte Pforzheimer Str.	Alte Pforzheimer Straße	LINESTRING(8.617368 48.87061,8.6173648 48.8706076)
19	Birkenfeld	Gasthaus Sonne	de:08236:1017:0:1	48.875809	8.629962	bus	MATCHED	n305717126	19.7	1.0	Gasthaus Sonne	712,715,716,717,718,917	Birkenfeld Dammfeld / Birkenfeld Alte Pforzheimer Str.	Alte Pforzheimer Straße / Dammfeld	LINESTRING(8.629962 48.875809,8.630179400000001 48.875705)
20	Birkenfeld	Gasthaus Sonne	de:08236:1017:0:2	48.875295	8.630555	bus	MATCHED	n313195710	2.7	1.0	Gasthaus Sonne	716,717,718	Birkenfeld Kreuzstraße	Kreuzstraße	LINESTRING(8.630555 48.875295,8.6305219 48.8753048)
21	Birkenfeld	Glockwiesenstraße	de:08236:1006:0:1	48.87087	8.643185	bus	MATCHED	n320367056	13.4	1.0	Glockwiesenstraße	716,717,718	Birkenfeld Silcherschule	Silcher Schule	LINESTRING(8.643185 48.87087,8.6431001 48.8707629)
22	Birkenfeld	Glockwiesenstraße	de:08236:1006:0:2	48.869995	8.642036	bus	MATCHED	n308981876	15.9	1.0	Glockwiesenstraße	712,715,716,717,718,724,725,916,917	Birkenfeld Kirchplatz / Birkenfeld Hohwiesenstraße / Birkenfeld Saarstraße / Birkenfeld Saarstraße	Kirchplatz / Saarstraße / Hohwiesenstraße	LINESTRING(8.642036 48.869995,8.6418336 48.8699445)
23	Birkenfeld	Gräfenhausen Erlachstraße	de:08236:8497:0:1	48.871437	8.596105		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.596105 48.871437)
24	Birkenfeld	Gräfenhausen Erlachstraße	de:08236:8497:0:2	48.871236	8.596069		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.596069 48.871236)
25	Birkenfeld	Gräfenhausen Industriegebiet	de:08236:1031:0:1	48.865469	8.579917	bus	MATCHED	n308983412	13.1	0.5	Industriegebiet	715,716,717,718,916	Arnbach Gräfenhauser Straße	Gräfenhauser Straße	LINESTRING(8.579917 48.865469,8.579761300000001 48.8654115)
26	Birkenfeld	Gräfenhausen Industriegebiet	de:08236:1031:0:2	48.865522	8.580321	bus	MATCHED	n308983410	29.0	0.39	Industriegebiet	716,717,718,917	Gräfenhausen Sixtdenkmal	Sixtdenkmal	LINESTRING(8.580321 48.865522,8.580698100000001 48.8655994)
27	Birkenfeld	Gräfenhausen Rathaus	de:08236:1028:0:1	48.870875	8.587508	bus	MATCHED	n308983377	2.8	1.0	Rathaus	715,716,717,718,916	Gräfenhausen Tankstelle	Tankstelle	LINESTRING(8.587508 48.870875,8.587528500000001 48.8708959)
28	Birkenfeld	Gräfenhausen Rathaus	de:08236:1028:0:2	48.870651	8.587696	bus	MATCHED	n308983381	0.4	0.63	Rathaus	716,717,718,917	Obernhausen	Obernhausen	LINESTRING(8.587696 48.870651,8.587698000000001 48.8706545)
29	Birkenfeld	Gräfenhausen Rathaus	de:08236:1028:0:3	48.870545	8.58864		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.58864 48.870545)
30	Birkenfeld	Gräfenhausen Rathaus	de:08236:1028:0:4	48.870515	8.588837		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.588837 48.870515)
31	Birkenfeld	Gräfenhausen Sixtdenkmal	de:08236:1030:0:1	48.870805	8.582352	bus	MATCHED	n308983402	4.3	1.0	Sixtdenkmal	715,716,717,718,916	Gräfenhausen Industriegebiet	Industriegebiet	LINESTRING(8.582352 48.870805,8.5823357 48.8708419)
32	Birkenfeld	Gräfenhausen Sixtdenkmal	de:08236:1030:0:2	48.870964	8.582432	bus	MATCHED	n308983406	3.8	1.0	Sixtdenkmal	716,717,718,917	Gräfenhausen Tankstelle	Tankstelle	LINESTRING(8.582432 48.870964,8.5824184 48.8709306)
33	Birkenfeld	Gräfenhausen Sixtdenkmal	de:08236:1030:2:3	48.870669	8.582405		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.582405 48.870669)
34	Birkenfeld	Gräfenhausen Sixtdenkmal	de:08236:1030:2:4	48.870675	8.582513		NO_MATCH_AND_SEEMS_UNSERVED								POINT(8.582513 48.870675)
