	Ortsteil	Haltestelle	globaleID	lat	lon	mode	match_state	osm_id	distance	rating	osm_name	routes	official_direction	osm_direction	WKT
0	Altengottern	Kulturhaus	de:16064:900180::90018000	51.163789	10.585608	bus	NO_MATCH					141,142,745	Altengottern, Ortseingang		POINT(10.585608 51.163789)
1	Altengottern	Ortseingang	de:16064:900179::90017900	51.163402	10.575152	bus	NO_MATCH					141,142,745	Großengottern, Neue Straße / Großengottern, Rathaus		POINT(10.575152 51.163402)
2	Altengottern	Ortseingang	de:16064:900179::90017901	51.163383	10.575175	bus	NO_MATCH					141,142,745	Altengottern, Kulturhaus		POINT(10.575175 51.163383)
3	Ammern	Anger	de:16064:900126::90012600	51.235669	10.449055	bus	MATCHED_THOUGH_OSM_NO_NAME	n4587820397	2.6	0.31		111,112,171	Ammern, Reiser Straße / Ammern, Mühlhäuser Straße / Ammern, Deutsches Haus		LINESTRING(10.449055 51.235669,10.4490485 51.235646300000006)
4	Ammern	Anger	de:16064:900126::90012601	51.235669	10.449055		NO_MATCH_AND_SEEMS_UNSERVED								POINT(10.449055 51.235669)
5	Ammern	Bahnhof (SEV)	de:16064:964008::96400800	51.235109	10.456268	bus	NO_MATCH_AND_SEEMS_UNSERVED								POINT(10.456268 51.235109)
6	Ammern	Bahnhof (SEV)	de:16064:964008::96400801	51.23268	10.455861	bus	NO_MATCH_AND_SEEMS_UNSERVED								POINT(10.455861 51.23268)
7	Ammern	Deutsches Haus	de:16064:900131::90013100	51.235109	10.456268	bus	MATCHED	n365067841	4.1	0.73	Ammern, Deutsches Haus	111,112,171	Mühlhausen, Bayernstraße		LINESTRING(10.456268 51.235109,10.456217200000001 51.23509000000001)
8	Ammern	Deutsches Haus	de:16064:900131::90013101	51.235109	10.456268	bus	NO_MATCH_BUT_OTHER_PLATFORM_MATCHED					171,8/1,8/2	Ammern, Schule / Mühlhausen, Bayernstraße		POINT(10.456268 51.235109)
9	Ammern	Mühlhäuser Straße	de:16064:900130::90013001	51.236294	10.456705	bus	MATCHED_THOUGH_OSM_NO_NAME	n8541072071	13.9	0.18		111,112,171,8/1,8/2	Dachrieden (Bushaltestelle) / Ammern, OBI / Lengefeld (bei Mühlhausen), Oberdorf / Horsmar		LINESTRING(10.456705 51.236294,10.4567295 51.2361701)
10	Ammern	OBI	de:16064:900728::90072800	51.240059	10.455712	bus	NO_MATCH					8/1,8/2	Ammern, Deutsches Haus		POINT(10.455712 51.240059)
11	Ammern	Reiser Straße	de:16064:900098::90009800	51.235563	10.45762	bus	NO_MATCH					111,112	Ammern, Siedlung		POINT(10.45762 51.235563)
12	Ammern	Schule	de:16064:900097::90009700	51.232994	10.454816		NO_MATCH_AND_SEEMS_UNSERVED								POINT(10.454816 51.232994)
13	Ammern	Schule	de:16064:900097::90009701	51.232806	10.454847	bus	NO_MATCH					111,112,171	Ammern, Mühlhäuser Straße / Ammern, Reiser Straße / Ammern, Anger		POINT(10.454847 51.232806)
14	Ammern	Siedlung	de:16064:900127::90012700	51.240473	10.464443	bus	NO_MATCH					111,112	Reiser		POINT(10.464443 51.240473)
15	Ammern	Siedlung	de:16064:900127::90012701	51.24053	10.464364	bus	NO_MATCH					111,112	Ammern, Schule / Ammern, Deutsches Haus		POINT(10.464364 51.24053)
16	Anrode	Abzweig	de:16064:900265::90026500	51.255902	10.327666	bus	MATCHED_THOUGH_OSM_NO_NAME	n3814478036	8.1	0.23		36	Büttstedt, Mitte		LINESTRING(10.327666 51.255902,10.3276771 51.2558298)
17	Anrode	Abzweig	de:16064:900265::90026501	51.255902	10.327669	bus	MATCHED_THOUGH_OSM_NO_NAME	n3814478035	31.7	0.12		36	Bickenriede, Straßkopf		LINESTRING(10.327669 51.255902,10.328100000000001 51.255811300000005)
18	Anrode	Hollenbach	de:16064:900258	51.236382	10.386128		MATCHED_AMBIGUOUSLY	n5199985138	8.1	0.17					LINESTRING(10.386128 51.236382,10.386060500000001 51.2364411)
19	Anrode	Hollenbach	de:16064:900258	51.236382	10.386128		MATCHED_AMBIGUOUSLY	n5199985137	13.8	0.13					LINESTRING(10.386128 51.236382,10.3862831 51.2363051)
